Symbol,Date,Profit
LNKD,2016-05-12,160.140015
LNKD,2016-05-11,160.140015
LNKD,2016-05-10,160.140015
LNKD,2016-05-09,160.140015
LNKD,2016-05-06,160.140015
LNKD,2016-05-05,160.140015
LNKD,2016-05-04,160.140015
LNKD,2016-05-03,160.140015
LNKD,2016-05-02,160.890015
LNKD,2016-04-29,164.269989
LNKD,2016-04-28,166.450012
LNKD,2016-04-27,166.450012
LNKD,2016-04-26,166.450012
LNKD,2016-04-25,166.450012
LNKD,2016-04-22,166.450012
LNKD,2016-04-21,167.309998
LNKD,2016-04-20,167.309998
LNKD,2016-04-19,167.309998
LNKD,2016-04-18,167.309998
LNKD,2016-04-15,167.309998
LNKD,2016-04-14,168.279999
LNKD,2016-04-13,168.279999
LNKD,2016-04-12,168.279999
LNKD,2016-04-11,168.279999
LNKD,2016-04-08,168.279999
LNKD,2016-04-07,168.279999
LNKD,2016-04-06,168.279999
LNKD,2016-04-05,168.279999
LNKD,2016-04-04,168.279999
LNKD,2016-04-01,168.279999
LNKD,2016-03-31,168.279999
LNKD,2016-03-30,168.279999
LNKD,2016-03-29,168.279999
LNKD,2016-03-28,169.029999
LNKD,2016-03-24,169.029999
LNKD,2016-03-23,169.029999
LNKD,2016-03-22,169.029999
LNKD,2016-03-21,169.029999
LNKD,2016-03-18,169.029999
LNKD,2016-03-17,169.029999
LNKD,2016-03-16,169.029999
LNKD,2016-03-15,169.950012
LNKD,2016-03-14,170.540009
LNKD,2016-03-11,170.540009
LNKD,2016-03-10,170.540009
LNKD,2016-03-09,173.700012
LNKD,2016-03-08,173.700012
LNKD,2016-03-07,173.700012
LNKD,2016-03-04,174.299988
LNKD,2016-03-03,174.299988
LNKD,2016-03-02,174.299988
LNKD,2016-03-01,177.929993
LNKD,2016-02-29,177.929993
LNKD,2016-02-26,177.929993
LNKD,2016-02-25,177.929993
LNKD,2016-02-24,177.929993
LNKD,2016-02-23,177.929993
LNKD,2016-02-22,177.929993
