Symbol,Date,Profit
YHOO,2016-05-12,18.92
YHOO,2016-05-11,18.92
YHOO,2016-05-10,18.92
YHOO,2016-05-09,18.92
YHOO,2016-05-06,18.92
YHOO,2016-05-05,18.92
YHOO,2016-05-04,18.92
YHOO,2016-05-03,18.92
YHOO,2016-05-02,18.92
YHOO,2016-04-29,18.92
YHOO,2016-04-28,18.949998
YHOO,2016-04-27,18.949998
YHOO,2016-04-26,18.949998
YHOO,2016-04-25,18.949998
YHOO,2016-04-22,19.03
YHOO,2016-04-21,19.03
YHOO,2016-04-20,19.289999
YHOO,2016-04-19,19.980001
YHOO,2016-04-18,19.980001
YHOO,2016-04-15,19.980001
YHOO,2016-04-14,19.980001
YHOO,2016-04-13,19.980001
YHOO,2016-04-12,20.019998
YHOO,2016-04-11,20.019998
YHOO,2016-04-08,20.019998
YHOO,2016-04-07,20.019998
YHOO,2016-04-06,20.019998
YHOO,2016-04-05,20.019998
YHOO,2016-04-04,20.019998
YHOO,2016-04-01,20.019998
YHOO,2016-03-31,20.019998
YHOO,2016-03-30,20.019998
YHOO,2016-03-29,20.019998
YHOO,2016-03-28,20.019998
YHOO,2016-03-24,20.019998
YHOO,2016-03-23,20.019998
YHOO,2016-03-22,20.019998
YHOO,2016-03-21,20.019998
YHOO,2016-03-18,20.019998
YHOO,2016-03-17,20.019998
YHOO,2016-03-16,20.019998
YHOO,2016-03-15,20.019998
YHOO,2016-03-14,20.019998
YHOO,2016-03-11,20.019998
YHOO,2016-03-10,20.019998
YHOO,2016-03-09,20.019998
YHOO,2016-03-08,20.019998
YHOO,2016-03-07,20.019998
YHOO,2016-03-04,20.019998
YHOO,2016-03-03,20.019998
YHOO,2016-03-02,20.019998
YHOO,2016-03-01,20.019998
YHOO,2016-02-29,20.019998
YHOO,2016-02-26,20.019998
YHOO,2016-02-25,20.019998
YHOO,2016-02-24,20.019998
YHOO,2016-02-23,20.019998
YHOO,2016-02-22,20.019998
YHOO,2016-02-19,20.019998
YHOO,2016-02-18,20.019998
YHOO,2016-02-17,20.019998
YHOO,2016-02-16,20.019998
YHOO,2016-02-12,20.019998
YHOO,2016-02-11,19.689998
YHOO,2016-02-10,19.689998
YHOO,2016-02-09,19.689998
YHOO,2016-02-08,19.599998
YHOO,2016-02-05,19.599998
YHOO,2016-02-04,19.599998
YHOO,2016-02-03,18.969997
YHOO,2016-02-02,18.969997
YHOO,2016-02-01,23.119999
YHOO,2016-01-29,23.119999
YHOO,2016-01-28,23.119999
YHOO,2016-01-27,23.119999
YHOO,2016-01-26,23.119999
YHOO,2016-01-25,23.119999
YHOO,2016-01-22,23.119999
YHOO,2016-01-21,23.119999
YHOO,2016-01-20,23.119999
YHOO,2016-01-19,23.119999
YHOO,2016-01-15,23.119999
YHOO,2016-01-14,23.119999
YHOO,2016-01-13,23.209999
YHOO,2016-01-12,23.209999
YHOO,2016-01-11,23.209999
YHOO,2016-01-08,23.209999
YHOO,2016-01-07,23.209999
YHOO,2016-01-06,23.579998
YHOO,2016-01-05,24.479999
YHOO,2016-01-04,24.479999
YHOO,2015-12-31,24.479999
YHOO,2015-12-30,24.479999
YHOO,2015-12-29,24.479999
YHOO,2015-12-28,24.479999
YHOO,2015-12-24,24.479999
YHOO,2015-12-23,24.479999
YHOO,2015-12-22,24.479999
YHOO,2015-12-21,24.479999
YHOO,2015-12-18,24.479999
YHOO,2015-12-17,24.479999
YHOO,2015-12-16,24.479999
YHOO,2015-12-15,24.479999
YHOO,2015-12-14,24.479999
YHOO,2015-12-11,24.479999
YHOO,2015-12-10,24.479999
YHOO,2015-12-09,24.479999
YHOO,2015-12-08,24.479999
YHOO,2015-12-07,24.479999
YHOO,2015-12-04,24.479999
YHOO,2015-12-03,24.479999
YHOO,2015-12-02,24.799999
YHOO,2015-12-01,25.059997
YHOO,2015-11-30,25.059997
YHOO,2015-11-27,25.059997
YHOO,2015-11-25,25.059997
YHOO,2015-11-24,25.059997
YHOO,2015-11-23,25.059997
YHOO,2015-11-20,25.419998
YHOO,2015-11-19,25.419998
YHOO,2015-11-18,25.419998
YHOO,2015-11-17,25.419998
YHOO,2015-11-16,25.419998
YHOO,2015-11-13,25.419998
YHOO,2015-11-12,25.419998
YHOO,2015-11-11,25.419998
YHOO,2015-11-10,25.419998
YHOO,2015-11-09,25.419998
YHOO,2015-11-06,25.419998
YHOO,2015-11-05,25.419998
YHOO,2015-11-04,25.419998
YHOO,2015-11-03,25.419998
YHOO,2015-11-02,25.419998
YHOO,2015-10-30,25.419998
YHOO,2015-10-29,25.419998
YHOO,2015-10-28,25.419998
YHOO,2015-10-27,25.419998
YHOO,2015-10-26,25.419998
YHOO,2015-10-23,25.419998
YHOO,2015-10-22,25.419998
YHOO,2015-10-21,25.419998
YHOO,2015-10-20,25.419998
YHOO,2015-10-19,25.419998
YHOO,2015-10-16,25.419998
YHOO,2015-10-15,25.419998
YHOO,2015-10-14,25.419998
YHOO,2015-10-13,25.419998
YHOO,2015-10-12,25.419998
YHOO,2015-10-09,25.419998
YHOO,2015-10-08,25.419998
YHOO,2015-10-07,25.419998
YHOO,2015-10-06,25.419998
YHOO,2015-10-05,25.419998
YHOO,2015-10-02,25.419998
YHOO,2015-10-01,25.419998
YHOO,2015-09-30,25.419998
YHOO,2015-09-29,25.419998
YHOO,2015-09-28,23.769999
YHOO,2015-09-25,23.769999
YHOO,2015-09-24,23.619999
YHOO,2015-09-23,23.619999
YHOO,2015-09-22,23.619999
YHOO,2015-09-21,23.619999
YHOO,2015-09-18,23.619999
YHOO,2015-09-17,23.619999
YHOO,2015-09-16,23.619999
YHOO,2015-09-15,23.619999
YHOO,2015-09-14,23.619999
YHOO,2015-09-11,23.619999
YHOO,2015-09-10,23.619999
YHOO,2015-09-09,23.619999
YHOO,2015-09-08,23.619999
YHOO,2015-09-04,23.619999
YHOO,2015-09-03,23.619999
YHOO,2015-09-02,23.619999
YHOO,2015-09-01,23.619999
YHOO,2015-08-31,23.619999
YHOO,2015-08-28,23.619999
YHOO,2015-08-27,23.619999
YHOO,2015-08-26,23.619999
YHOO,2015-08-25,23.619999
YHOO,2015-08-24,19.709999
YHOO,2015-08-21,18.770001
YHOO,2015-08-20,18.770001
YHOO,2015-08-19,18.770001
YHOO,2015-08-18,18.770001
YHOO,2015-08-17,18.770001
YHOO,2015-08-14,18.770001
YHOO,2015-08-13,18.770001
YHOO,2015-08-12,17.469997
YHOO,2015-08-11,17.469997
YHOO,2015-08-10,17.469997
YHOO,2015-08-07,17.469997
YHOO,2015-08-06,17.469997
YHOO,2015-08-05,17.469997
YHOO,2015-08-04,17.469997
YHOO,2015-08-03,17.469997
YHOO,2015-07-31,17.469997
YHOO,2015-07-30,17.469997
YHOO,2015-07-29,17.469997
YHOO,2015-07-28,17.579998
YHOO,2015-07-27,18.939999
YHOO,2015-07-24,19.219997
