Symbol,Date,Low
GOOG,2016-05-12,515.179993
GOOG,2016-05-11,515.179993
GOOG,2016-05-10,515.179993
GOOG,2016-05-09,515.179993
GOOG,2016-05-06,515.179993
GOOG,2016-05-05,515.179993
GOOG,2016-05-04,515.179993
GOOG,2016-05-03,515.179993
GOOG,2016-05-02,515.179993
GOOG,2016-04-29,515.179993
GOOG,2016-04-28,515.179993
GOOG,2016-04-27,515.179993
GOOG,2016-04-26,515.179993
GOOG,2016-04-25,515.179993
GOOG,2016-04-22,515.179993
GOOG,2016-04-21,515.179993
GOOG,2016-04-20,515.179993
GOOG,2016-04-19,515.179993
GOOG,2016-04-18,515.179993
GOOG,2016-04-15,515.179993
GOOG,2016-04-14,515.179993
GOOG,2016-04-13,515.179993
GOOG,2016-04-12,515.179993
GOOG,2016-04-11,515.179993
GOOG,2016-04-08,515.179993
GOOG,2016-04-07,515.179993
GOOG,2016-04-06,515.179993
GOOG,2016-04-05,515.179993
GOOG,2016-04-04,515.179993
GOOG,2016-04-01,515.179993
GOOG,2016-03-31,515.179993
GOOG,2016-03-30,515.179993
GOOG,2016-03-29,515.179993
GOOG,2016-03-28,515.179993
GOOG,2016-03-24,515.179993
GOOG,2016-03-23,515.179993
GOOG,2016-03-22,515.179993
GOOG,2016-03-21,515.179993
GOOG,2016-03-18,515.179993
GOOG,2016-03-17,515.179993
GOOG,2016-03-16,515.179993
GOOG,2016-03-15,515.179993
GOOG,2016-03-14,515.179993
GOOG,2016-03-11,515.179993
GOOG,2016-03-10,515.179993
GOOG,2016-03-09,515.179993
GOOG,2016-03-08,515.179993
GOOG,2016-03-07,515.179993
GOOG,2016-03-04,515.179993
GOOG,2016-03-03,515.179993
GOOG,2016-03-02,515.179993
GOOG,2016-03-01,515.179993
GOOG,2016-02-29,515.179993
GOOG,2016-02-26,515.179993
GOOG,2016-02-25,515.179993
GOOG,2016-02-24,515.179993
GOOG,2016-02-23,515.179993
GOOG,2016-02-22,515.179993
GOOG,2016-02-19,515.179993
GOOG,2016-02-18,515.179993
GOOG,2016-02-17,515.179993
GOOG,2016-02-16,515.179993
GOOG,2016-02-12,515.179993
GOOG,2016-02-11,515.179993
GOOG,2016-02-10,515.179993
GOOG,2016-02-09,515.179993
GOOG,2016-02-08,515.179993
GOOG,2016-02-05,515.179993
GOOG,2016-02-04,515.179993
GOOG,2016-02-03,515.179993
GOOG,2016-02-02,501.202274
GOOG,2016-02-01,501.202274
GOOG,2016-01-29,501.202274
GOOG,2016-01-28,501.202274
GOOG,2016-01-27,501.202274
GOOG,2016-01-26,501.202274
GOOG,2016-01-25,501.202274
GOOG,2016-01-22,501.202274
GOOG,2016-01-21,500.002267
GOOG,2016-01-20,497.762267
GOOG,2016-01-19,493.002234
GOOG,2016-01-15,492.392224
GOOG,2016-01-14,487.562205
GOOG,2016-01-13,487.562205
GOOG,2016-01-12,487.562205
GOOG,2016-01-11,487.562205
GOOG,2016-01-08,487.562205
GOOG,2016-01-07,487.562205
GOOG,2016-01-06,487.562205
GOOG,2016-01-05,487.562205
GOOG,2016-01-04,487.562205
GOOG,2015-12-31,487.562205
GOOG,2015-12-30,487.562205
GOOG,2015-12-29,487.562205
GOOG,2015-12-28,487.562205
GOOG,2015-12-24,487.562205
GOOG,2015-12-23,487.562205
GOOG,2015-12-22,487.562205
GOOG,2015-12-21,487.562205
GOOG,2015-12-18,487.562205
GOOG,2015-12-17,487.562205
GOOG,2015-12-16,487.562205
GOOG,2015-12-15,487.562205
GOOG,2015-12-14,487.562205
GOOG,2015-12-11,487.562205
GOOG,2015-12-10,487.562205
GOOG,2015-12-09,487.562205
GOOG,2015-12-08,487.562205
GOOG,2015-12-07,487.562205
GOOG,2015-12-04,487.562205
GOOG,2015-12-03,487.562205
GOOG,2015-12-02,487.562205
GOOG,2015-12-01,487.562205
GOOG,2015-11-30,487.562205
GOOG,2015-11-27,487.562205
GOOG,2015-11-25,487.562205
GOOG,2015-11-24,487.562205
GOOG,2015-11-23,487.562205
GOOG,2015-11-20,487.562205
GOOG,2015-11-19,487.562205
GOOG,2015-11-18,487.562205
GOOG,2015-11-17,487.562205
GOOG,2015-11-16,487.562205
GOOG,2015-11-13,487.562205
GOOG,2015-11-12,487.562205
GOOG,2015-11-11,487.562205
GOOG,2015-11-10,487.562205
GOOG,2015-11-09,487.562205
GOOG,2015-11-06,487.562205
GOOG,2015-11-05,487.562205
GOOG,2015-11-04,487.562205
GOOG,2015-11-03,487.562205
GOOG,2015-11-02,487.562205
GOOG,2015-10-30,487.562205
GOOG,2015-10-29,487.562205
GOOG,2015-10-28,487.562205
GOOG,2015-10-27,487.562205
GOOG,2015-10-26,487.562205
GOOG,2015-10-23,487.562205
