Symbol,Date,Low
QCOM,2016-05-12,42.240002
QCOM,2016-05-11,42.240002
QCOM,2016-05-10,42.240002
QCOM,2016-05-09,42.240002
QCOM,2016-05-06,42.240002
QCOM,2016-05-05,42.240002
QCOM,2016-05-04,42.240002
QCOM,2016-05-03,42.240002
QCOM,2016-05-02,42.240002
QCOM,2016-04-29,42.240002
QCOM,2016-04-28,42.240002
QCOM,2016-04-27,42.240002
QCOM,2016-04-26,42.240002
QCOM,2016-04-25,42.240002
QCOM,2016-04-22,42.240002
QCOM,2016-04-21,42.240002
QCOM,2016-04-20,42.240002
QCOM,2016-04-19,42.240002
QCOM,2016-04-18,42.240002
QCOM,2016-04-15,42.240002
QCOM,2016-04-14,42.240002
QCOM,2016-04-13,42.240002
QCOM,2016-04-12,42.240002
QCOM,2016-04-11,42.240002
QCOM,2016-04-08,42.240002
QCOM,2016-04-07,42.240002
QCOM,2016-04-06,42.240002
QCOM,2016-04-05,42.240002
QCOM,2016-04-04,42.240002
QCOM,2016-04-01,42.240002
QCOM,2016-03-31,42.240002
QCOM,2016-03-30,42.240002
QCOM,2016-03-29,42.240002
QCOM,2016-03-28,42.240002
QCOM,2016-03-24,42.240002
QCOM,2016-03-23,42.240002
QCOM,2016-03-22,42.240002
QCOM,2016-03-21,42.240002
QCOM,2016-03-18,42.240002
QCOM,2016-03-17,42.240002
QCOM,2016-03-16,42.240002
QCOM,2016-03-15,42.240002
QCOM,2016-03-14,42.240002
QCOM,2016-03-11,42.240002
QCOM,2016-03-10,42.240002
QCOM,2016-03-09,42.240002
QCOM,2016-03-08,42.240002
QCOM,2016-03-07,42.240002
QCOM,2016-03-04,42.240002
QCOM,2016-03-03,42.240002
QCOM,2016-03-02,42.240002
QCOM,2016-03-01,42.240002
QCOM,2016-02-29,42.240002
QCOM,2016-02-26,42.240002
QCOM,2016-02-25,42.240002
QCOM,2016-02-24,42.240002
QCOM,2016-02-23,42.240002
QCOM,2016-02-22,42.240002
QCOM,2016-02-19,42.240002
QCOM,2016-02-18,42.240002
QCOM,2016-02-17,42.240002
QCOM,2016-02-16,42.240002
QCOM,2016-02-12,42.240002
QCOM,2016-02-11,42.830002
QCOM,2016-02-10,42.830002
QCOM,2016-02-09,42.830002
QCOM,2016-02-08,42.880001
QCOM,2016-02-05,42.880001
QCOM,2016-02-04,42.880001
QCOM,2016-02-03,42.880001
QCOM,2016-02-02,43.470001
QCOM,2016-02-01,43.470001
QCOM,2016-01-29,43.470001
QCOM,2016-01-28,44.389999
QCOM,2016-01-27,44.389999
QCOM,2016-01-26,44.389999
QCOM,2016-01-25,44.389999
QCOM,2016-01-22,44.389999
QCOM,2016-01-21,44.389999
QCOM,2016-01-20,45.130001
QCOM,2016-01-19,45.130001
QCOM,2016-01-15,45.330002
QCOM,2016-01-14,45.330002
QCOM,2016-01-13,45.330002
QCOM,2016-01-12,45.330002
QCOM,2016-01-11,45.84
QCOM,2016-01-08,45.93
QCOM,2016-01-07,45.93
QCOM,2016-01-06,45.93
QCOM,2016-01-05,45.93
QCOM,2016-01-04,45.93
QCOM,2015-12-31,45.93
QCOM,2015-12-30,45.93
QCOM,2015-12-29,45.93
QCOM,2015-12-28,45.93
QCOM,2015-12-24,45.93
QCOM,2015-12-23,45.93
QCOM,2015-12-22,45.93
QCOM,2015-12-21,45.93
QCOM,2015-12-18,45.93
QCOM,2015-12-17,45.93
QCOM,2015-12-16,45.93
QCOM,2015-12-15,45.93
QCOM,2015-12-14,47.34
QCOM,2015-12-11,47.52
QCOM,2015-12-10,47.52
QCOM,2015-12-09,47.52
QCOM,2015-12-08,47.52
QCOM,2015-12-07,47.52
QCOM,2015-12-04,47.52
QCOM,2015-12-03,47.52
QCOM,2015-12-02,47.52
QCOM,2015-12-01,47.52
QCOM,2015-11-30,47.52
QCOM,2015-11-27,47.52
QCOM,2015-11-25,47.52
QCOM,2015-11-24,47.52
QCOM,2015-11-23,47.52
QCOM,2015-11-20,47.52
QCOM,2015-11-19,47.52
QCOM,2015-11-18,49.919998
QCOM,2015-11-17,49.919998
QCOM,2015-11-16,49.919998
QCOM,2015-11-13,49.919998
QCOM,2015-11-12,49.919998
QCOM,2015-11-11,49.919998
QCOM,2015-11-10,49.919998
QCOM,2015-11-09,49.919998
QCOM,2015-11-06,49.919998
QCOM,2015-11-05,52.169998
QCOM,2015-11-04,52.169998
QCOM,2015-11-03,52.169998
QCOM,2015-11-02,52.169998
QCOM,2015-10-30,52.169998
QCOM,2015-10-29,52.169998
QCOM,2015-10-28,52.169998
QCOM,2015-10-27,52.169998
QCOM,2015-10-26,52.169998
QCOM,2015-10-23,52.169998
QCOM,2015-10-22,52.169998
QCOM,2015-10-21,52.169998
QCOM,2015-10-20,52.169998
QCOM,2015-10-19,52.169998
QCOM,2015-10-16,52.169998
QCOM,2015-10-15,52.169998
QCOM,2015-10-14,52.169998
QCOM,2015-10-13,52.169998
QCOM,2015-10-12,52.169998
QCOM,2015-10-09,52.169998
QCOM,2015-10-08,52.169998
QCOM,2015-10-07,52.169998
QCOM,2015-10-06,52.169998
QCOM,2015-10-05,52.169998
QCOM,2015-10-02,52.169998
QCOM,2015-10-01,52.169998
QCOM,2015-09-30,52.169998
QCOM,2015-09-29,52.389999
QCOM,2015-09-28,52.389999
QCOM,2015-09-25,52.389999
QCOM,2015-09-24,52.59
QCOM,2015-09-23,52.59
QCOM,2015-09-22,52.59
QCOM,2015-09-21,52.59
QCOM,2015-09-18,52.59
QCOM,2015-09-17,52.59
QCOM,2015-09-16,52.59
QCOM,2015-09-15,52.59
QCOM,2015-09-14,52.59
QCOM,2015-09-11,52.59
QCOM,2015-09-10,52.59
QCOM,2015-09-09,52.59
QCOM,2015-09-08,52.59
QCOM,2015-09-04,52.59
QCOM,2015-09-03,52.59
QCOM,2015-09-02,52.59
QCOM,2015-09-01,52.59
QCOM,2015-08-31,52.59
QCOM,2015-08-28,52.59
QCOM,2015-08-27,52.59
QCOM,2015-08-26,52.59
QCOM,2015-08-25,52.59
QCOM,2015-08-24,57.560001
QCOM,2015-08-21,60.150002
QCOM,2015-08-20,60.709999
QCOM,2015-08-19,60.830002
QCOM,2015-08-18,60.830002
QCOM,2015-08-17,60.830002
QCOM,2015-08-14,60.830002
QCOM,2015-08-13,60.830002
QCOM,2015-08-12,60.830002
QCOM,2015-08-11,60.830002
QCOM,2015-08-10,60.830002
QCOM,2015-08-07,60.830002
QCOM,2015-08-06,60.830002
QCOM,2015-08-05,60.830002
QCOM,2015-08-04,60.830002
QCOM,2015-08-03,60.830002
QCOM,2015-07-31,60.830002
QCOM,2015-07-30,60.830002
QCOM,2015-07-29,60.830002
QCOM,2015-07-28,60.830002
QCOM,2015-07-27,60.830002
QCOM,2015-07-24,60.830002
QCOM,2015-07-23,61.48
QCOM,2015-07-22,61.48
QCOM,2015-07-21,61.48
QCOM,2015-07-20,61.48
QCOM,2015-07-17,61.48
QCOM,2015-07-16,61.48
QCOM,2015-07-15,61.48
QCOM,2015-07-14,61.48
QCOM,2015-07-13,61.48
QCOM,2015-07-10,61.48
QCOM,2015-07-09,61.48
QCOM,2015-07-08,61.48
QCOM,2015-07-07,62.009998
QCOM,2015-07-06,62.009998
QCOM,2015-07-02,62.009998
QCOM,2015-07-01,62.259998
QCOM,2015-06-30,62.259998
QCOM,2015-06-29,62.259998
QCOM,2015-06-26,62.259998
QCOM,2015-06-25,62.259998
QCOM,2015-06-24,62.259998
QCOM,2015-06-23,62.259998
QCOM,2015-06-22,62.259998
QCOM,2015-06-19,62.259998
QCOM,2015-06-18,62.259998
QCOM,2015-06-17,62.259998
QCOM,2015-06-16,62.259998
QCOM,2015-06-15,62.259998
QCOM,2015-06-12,62.259998
QCOM,2015-06-11,62.259998
QCOM,2015-06-10,62.259998
QCOM,2015-06-09,62.259998
QCOM,2015-06-08,62.259998
QCOM,2015-06-05,62.259998
QCOM,2015-06-04,62.259998
QCOM,2015-06-03,62.259998
QCOM,2015-06-02,62.259998
QCOM,2015-06-01,62.259998
QCOM,2015-05-29,62.259998
QCOM,2015-05-28,62.259998
QCOM,2015-05-27,62.259998
QCOM,2015-05-26,62.259998
QCOM,2015-05-22,62.259998
QCOM,2015-05-21,62.259998
QCOM,2015-05-20,62.259998
QCOM,2015-05-19,62.259998
QCOM,2015-05-18,62.259998
QCOM,2015-05-15,62.259998
QCOM,2015-05-14,62.259998
QCOM,2015-05-13,62.259998
QCOM,2015-05-12,62.259998
QCOM,2015-05-11,62.259998
QCOM,2015-05-08,62.259998
QCOM,2015-05-07,62.259998
QCOM,2015-05-06,62.259998
QCOM,2015-05-05,62.259998
QCOM,2015-05-04,62.259998
QCOM,2015-05-01,62.259998
QCOM,2015-04-30,62.259998
QCOM,2015-04-29,62.259998
QCOM,2015-04-28,62.259998
QCOM,2015-04-27,62.259998
QCOM,2015-04-24,62.259998
QCOM,2015-04-23,62.259998
QCOM,2015-04-22,62.259998
QCOM,2015-04-21,62.259998
QCOM,2015-04-20,62.259998
QCOM,2015-04-17,62.259998
QCOM,2015-04-16,62.259998
QCOM,2015-04-15,62.259998
QCOM,2015-04-14,62.259998
QCOM,2015-04-13,62.259998
QCOM,2015-04-10,62.259998
QCOM,2015-04-09,62.259998
QCOM,2015-04-08,62.259998
QCOM,2015-04-07,62.259998
QCOM,2015-04-06,62.259998
QCOM,2015-04-02,62.259998
QCOM,2015-04-01,62.259998
QCOM,2015-03-31,62.259998
QCOM,2015-03-30,62.259998
QCOM,2015-03-27,62.259998
QCOM,2015-03-26,62.259998
QCOM,2015-03-25,62.259998
QCOM,2015-03-24,62.259998
QCOM,2015-03-23,62.259998
QCOM,2015-03-20,62.259998
QCOM,2015-03-19,62.259998
QCOM,2015-03-18,62.259998
QCOM,2015-03-17,62.259998
QCOM,2015-03-16,62.259998
QCOM,2015-03-13,62.259998
QCOM,2015-03-12,62.259998
QCOM,2015-03-11,62.259998
QCOM,2015-03-10,62.259998
QCOM,2015-03-09,62.259998
QCOM,2015-03-06,62.259998
QCOM,2015-03-05,62.259998
QCOM,2015-03-04,62.259998
QCOM,2015-03-03,62.259998
QCOM,2015-03-02,62.259998
QCOM,2015-02-27,62.259998
QCOM,2015-02-26,62.259998
QCOM,2015-02-25,62.259998
QCOM,2015-02-24,62.259998
QCOM,2015-02-23,62.259998
QCOM,2015-02-20,62.259998
QCOM,2015-02-19,62.259998
QCOM,2015-02-18,62.259998
QCOM,2015-02-17,62.259998
QCOM,2015-02-13,62.259998
QCOM,2015-02-12,62.259998
QCOM,2015-02-11,62.259998
QCOM,2015-02-10,62.259998
QCOM,2015-02-09,62.259998
QCOM,2015-02-06,62.259998
QCOM,2015-02-05,62.259998
QCOM,2015-02-04,62.259998
QCOM,2015-02-03,62.259998
QCOM,2015-02-02,62.389999
QCOM,2015-01-30,62.470001
QCOM,2015-01-29,67.669998
QCOM,2015-01-28,67.669998
QCOM,2015-01-27,67.669998
QCOM,2015-01-26,67.669998
QCOM,2015-01-23,67.669998
QCOM,2015-01-22,67.669998
QCOM,2015-01-21,67.669998
QCOM,2015-01-20,67.669998
QCOM,2015-01-16,67.669998
QCOM,2015-01-15,67.669998
QCOM,2015-01-14,67.669998
QCOM,2015-01-13,67.669998
QCOM,2015-01-12,67.669998
QCOM,2015-01-09,67.669998
QCOM,2015-01-08,67.669998
QCOM,2015-01-07,67.669998
QCOM,2015-01-06,67.669998
QCOM,2015-01-05,67.669998
QCOM,2015-01-02,67.669998
QCOM,2014-12-31,67.669998
QCOM,2014-12-30,67.669998
QCOM,2014-12-29,67.669998
QCOM,2014-12-26,67.669998
QCOM,2014-12-24,67.669998
QCOM,2014-12-23,67.669998
QCOM,2014-12-22,67.669998
QCOM,2014-12-19,67.669998
QCOM,2014-12-18,67.669998
QCOM,2014-12-17,67.669998
QCOM,2014-12-16,67.669998
QCOM,2014-12-15,67.669998
QCOM,2014-12-12,67.669998
QCOM,2014-12-11,67.669998
QCOM,2014-12-10,67.669998
QCOM,2014-12-09,67.669998
QCOM,2014-12-08,67.669998
QCOM,2014-12-05,67.669998
QCOM,2014-12-04,67.669998
QCOM,2014-12-03,67.669998
QCOM,2014-12-02,67.669998
QCOM,2014-12-01,67.669998
QCOM,2014-11-28,67.669998
QCOM,2014-11-26,67.669998
QCOM,2014-11-25,67.669998
QCOM,2014-11-24,67.669998
QCOM,2014-11-21,67.669998
QCOM,2014-11-20,67.669998
QCOM,2014-11-19,67.669998
QCOM,2014-11-18,67.669998
QCOM,2014-11-17,67.669998
QCOM,2014-11-14,67.540001
QCOM,2014-11-13,67.18
QCOM,2014-11-12,67.059998
QCOM,2014-11-11,66.25
QCOM,2014-11-10,66.25
QCOM,2014-11-07,66.25
QCOM,2014-11-06,66.25
QCOM,2014-11-05,66.25
QCOM,2014-11-04,66.25
QCOM,2014-11-03,66.25
QCOM,2014-10-31,66.25
QCOM,2014-10-30,66.25
QCOM,2014-10-29,66.25
QCOM,2014-10-28,66.25
QCOM,2014-10-27,66.25
QCOM,2014-10-24,66.25
QCOM,2014-10-23,66.25
QCOM,2014-10-22,66.25
QCOM,2014-10-21,66.25
QCOM,2014-10-20,66.25
QCOM,2014-10-17,66.25
QCOM,2014-10-16,66.25
QCOM,2014-10-15,66.25
QCOM,2014-10-14,66.00
QCOM,2014-10-13,65.470001
QCOM,2014-10-10,65.470001
QCOM,2014-10-09,65.470001
QCOM,2014-10-08,65.470001
QCOM,2014-10-07,65.470001
QCOM,2014-10-06,65.470001
QCOM,2014-10-03,65.470001
QCOM,2014-10-02,65.470001
QCOM,2014-10-01,65.470001
QCOM,2014-09-30,65.470001
QCOM,2014-09-29,65.470001
QCOM,2014-09-26,65.470001
QCOM,2014-09-25,65.470001
QCOM,2014-09-24,65.470001
QCOM,2014-09-23,65.470001
QCOM,2014-09-22,65.470001
QCOM,2014-09-19,65.470001
QCOM,2014-09-18,65.470001
QCOM,2014-09-17,65.470001
QCOM,2014-09-16,65.470001
QCOM,2014-09-15,65.470001
QCOM,2014-09-12,65.470001
QCOM,2014-09-11,65.470001
QCOM,2014-09-10,65.470001
QCOM,2014-09-09,65.470001
QCOM,2014-09-08,65.470001
QCOM,2014-09-05,65.470001
QCOM,2014-09-04,65.470001
QCOM,2014-09-03,65.470001
QCOM,2014-09-02,65.470001
QCOM,2014-08-29,65.470001
QCOM,2014-08-28,65.470001
QCOM,2014-08-27,65.470001
QCOM,2014-08-26,65.470001
QCOM,2014-08-25,65.470001
QCOM,2014-08-22,65.470001
QCOM,2014-08-21,65.470001
QCOM,2014-08-20,65.470001
QCOM,2014-08-19,65.470001
QCOM,2014-08-18,65.470001
QCOM,2014-08-15,65.470001
QCOM,2014-08-14,65.470001
QCOM,2014-08-13,65.470001
QCOM,2014-08-12,65.360001
QCOM,2014-08-11,65.00
QCOM,2014-08-08,65.00
QCOM,2014-08-07,65.00
QCOM,2014-08-06,64.889999
QCOM,2014-08-05,64.309998
QCOM,2014-08-04,64.309998
QCOM,2014-08-01,64.309998
QCOM,2014-07-31,64.169998
QCOM,2014-07-30,62.830002
QCOM,2014-07-29,62.830002
QCOM,2014-07-28,61.189999
QCOM,2014-07-25,61.189999
QCOM,2014-07-24,61.189999
QCOM,2014-07-23,61.09
QCOM,2014-07-22,60.82
QCOM,2014-07-21,60.82
QCOM,2014-07-18,60.82
QCOM,2014-07-17,60.82
QCOM,2014-07-16,60.82
QCOM,2014-07-15,60.810001
QCOM,2014-07-14,59.200001
QCOM,2014-07-11,59.02
QCOM,2014-07-10,59.02
QCOM,2014-07-09,59.02
QCOM,2014-07-08,59.02
QCOM,2014-07-07,59.02
QCOM,2014-07-03,59.02
QCOM,2014-07-02,59.02
QCOM,2014-07-01,59.02
QCOM,2014-06-30,59.02
QCOM,2014-06-27,59.02
QCOM,2014-06-26,59.02
QCOM,2014-06-25,59.02
QCOM,2014-06-24,59.02
QCOM,2014-06-23,59.02
QCOM,2014-06-20,59.02
QCOM,2014-06-19,59.02
QCOM,2014-06-18,59.02
QCOM,2014-06-17,59.02
QCOM,2014-06-16,59.02
QCOM,2014-06-13,59.02
QCOM,2014-06-12,59.02
QCOM,2014-06-11,59.02
QCOM,2014-06-10,59.02
QCOM,2014-06-09,59.02
QCOM,2014-06-06,59.02
QCOM,2014-06-05,59.02
QCOM,2014-06-04,59.02
QCOM,2014-06-03,59.02
QCOM,2014-06-02,59.02
QCOM,2014-05-30,59.02
QCOM,2014-05-29,59.02
QCOM,2014-05-28,59.02
QCOM,2014-05-27,59.02
QCOM,2014-05-23,59.02
QCOM,2014-05-22,59.02
QCOM,2014-05-21,59.02
QCOM,2014-05-20,59.02
QCOM,2014-05-19,59.02
QCOM,2014-05-16,59.02
